id,text,parent_id,weight,sentiment
1371,"While some Hindu followers would agree with the above (""But in reality Hinduism is monotheistic. [467]"" --- Swami Radhanandaji), even those followers would affirm the existence of other ""gods"" emanating out of the Brahaman. This is incompatible with monotheism.",1368,5,-1
1372,"""Worship practices in Hinduism are as diverse as its traditions, and a Hindu can choose [468] to be polytheistic, pantheistic, monotheistic, monistic, agnostic, atheistic, or humanist.""",1368,5,1
1373,"From the link on the root claim [469]: ""Classical theism is a form of theism in which God is characterized as the absolutely metaphysically ultimate being, in contrast to other conceptions such as pantheism, panentheism, polytheism and process theism.""",1364,5,1
1374,"Hinduism is the belief of a single God of many faces",1364,5,-1
1375,"Belief based evidence is only considered by worshippers as valid where it lends support to their own religion; this is an example of relativist fallacy [470].",1021,5,-1
1376,"Any belief based claim of evidence can be used to support any belief based proposition such as polytheism.",1375,5,1
1377,"Many examples of Polytheistic religions show the Gods often being in conflict with one another. This may infer that creation by a committee of gods would be problematic and less likely to succeed than creation by a single entity.",1376,5,-1
1378,"Multiple people with equal power sometimes reach an impasse. A disagreement among gods would result in chaos. This is not consistent with the world we observe which is ordered and predictable.",1377,5,1
1379,"A disagreement between gods need not result in chaos, as beings of equal power could instead reach an impasse. Indeed, everywhere in nature, we see predators optimised to catch prey that are in turn optimised to not be caught. If the order in nature came from a divine source, this would seem a clear example of such an impasse; the god of rabbits and the god of foxes disagree about whether foxes should be able to catch rabbits, and their designs express this conflict.",1378,5,-1
1380,"The revelation experienced by worshippers of polytheistic religions would support the existince of multiple Gods, which is a direct contradiction of the claim that the same experience supports the existence of one God only.",1376,5,1
1381,"If belief based evidence were considered infallible, then there would not be differences in the teachings of the Abrahamic religions.",1375,5,1
1382,"Those of the Jewish faith do not recognise the ""faithful practices, religious experiences and testimony"" of the Christian and Islamic prophet Jesus and the followers of his founded religion, Christianity.",1381,5,1
1383,"Islamic prophet Muhammad's religious experiences are not afforded the same consideration by Christians as that of their religion's founder.",1381,5,1
1384,"Christians do not recognise the revelation received by the Islamic prophet Muhammad as he disbelieved the claim that Jesus was the son of God/Allah.",1383,5,1
1385,"The question, ""Does God exist?,"" is different from the question, ""Which God exists?"" All theists share the same answer to the first question, so their use of belief-based evidence does not commit the relativist fallacy, which pertains more to the second question.",1375,5,-1
1386,"If the question of ""Which God exists?"" can be answered by refusing to accept belief based evidence (to avoid committing the relativist fallacy) all Gods are eliminated, answering the question of ""Does God exist?"" with no.",1385,5,-1
1387,"Subjects that experience such divine revelations could actually be experiencing a form of the placebo effect because of their pre-existing belief in God.",1021,5,-1
1388,"It is possible divine revelations are truthful, but are rejected out of hand by non-believers due to their lack of belief.",1387,5,-1
1389,"Testimonial evidence is not accurate most of the time.",1021,5,-1
1390,"Testimonial evidence is inherently anecdotal [471] and thus is unreliable and of limited value due to it's clear weaknesses.",1021,5,-1
1391,"The same kinds of experiences involving the divine happen with deities other than the Christian God, which undermines the credibility of religious experiences as evidence for any particular deity or religion.",1390,5,1
1392,"-> See 1.2.1.10.6.1.3.",1391,5,-1
1393,"If all of these experiences are real, then the God of classical theism cannot exist.",1391,5,1
1394,"The fact that the belief in God is prevalent, even among groups who refuse to believe or accept any of the other claims from competing groups, tends to add further weight to the belief in God.",1391,5,-1
1395,"Many of the religions referred to are polytheistic rather than monotheistic, and therefore a belief in gods, rather than a belief in God.",1394,5,-1
1396,"The ""further weight to believe"" is not evidence of existence.  All religions cannot be right at the same time, because their gods and beliefs contradict each other.",1394,5,-1
1397,"The differences between deities experienced in revelations are surface-level differences. The same ultimate being is at the root of some, many, or all of them.",1391,5,-1
1398,"Christianity, which endorses classical Theism, does not claim that God is the only spiritual entity in the universe. Encounters with a spiritual entity do not necessarily mean that such encounters are with God Himself. Therefore, a spiritual encounter with a being who is not God in no way implies that God does not exist.",1391,5,-1
1399,"Anecdotal evidence is prone to cognitive bias [472].",1390,5,1
1400,"Anecdotal evidence is prone to selective cherry picking [473], potentially for self-serving interests.",1390,5,1
1401,"Anecdotal evidence is highly prone to confirmation bias. [474]",1390,5,1
1402,"When such testimonies are more or less exclusively from only millennia or at least hundreds of years ago and are largely ambiguous, that substantially weakens the case for regarding such as credible supportive data or even evidence.",1021,5,-1
1403,"One would expect a God to communicate more unambiguously. Theist religious texts such as the Bible were written long ago and basically not extended since then [475] and religious events such as prophets and notable divine revelations also do not seem to occur anymore.",1402,5,1
1404,"The teachings of prophets provide credence to the idea that God exists.",1021,5,1
1405,"There are prophets who can reform people even if such reform seems unachievable. This wouldn't be possible without divine help.",1404,5,1
1406,"If free will exists, then there should be no-one for whom reform is impossible without divine intervention.",1405,5,-1
1407,"Something that ""seems unachievable"", but actually happens, shows that it was not as unachievable as that.",1405,5,-1
1408,"This is an argument from ignorance.",1405,5,-1
1409,"God the Father and Jesus Christ visited Joseph Smith. First Vision [476]",1404,5,1
1410,"-> See 1.2.1.1.4.",1409,5,-1
1411,"The claim that the aforementioned prophets are endorsed by God lacks confirmation.",1404,5,-1
1412,"Prophets often endorse contradictory claims (example: Matthew 5:44 [477] and Koran 2:191 [478]).",1404,5,-1
1413,"-> See 1.2.1.7.3.",1412,5,1
1414,"The Quran contains contradictions and inconsistencies. [479]",1412,5,1
1415,"It is not surprising to find prophets from two different religions making contradictory claims.",1412,5,-1
1416,"Often the contradictions [480] are [481] within [482] the same religion",1415,5,-1
1417,"Two prophets from two dissimilar religions worshiping different concepts of God (one or both of which may be false Gods) provide no basis for an expectation of consistency.",1415,5,1
1418,"The fact that different prophets have different views while claiming to have all used the same method indicates that they cannot be trusted.",1417,5,-1
1419,"This point is circular within the broader argument, because it essentially makes the claim: “We know how to know God, because God told the prophets and they told us.” If god doesn’t exist, he didn’t tell the prophets anything.",1404,5,-1
1420,"No prophet has ever been shown to have specific, precise, and accurate knowledge of the future that cannot be explained by chance or their personal influence.",1404,5,-1
1421,"Biblically speaking a prophet’s principal role is to be a forthteller [483], not a foreteller.",1420,5,-1
1422,"There have been many supposed prophets since the scientific revolution, and so have been many opportunities for these people to prove themselves to be genuine, if they wished.",1420,5,1
1423,"Testimonies of experiences involving God are a reliable form of evidence.",1021,5,1
1424,"A religious person claiming that they had a religious experience is not proof of anything other than that person's religiousness.",1423,5,-1
1425,"This does not provide an explanation for atheists and non-believers who have religious experiences.",1424,5,-1
1426,"An atheist who has a compelling religious experience would no longer be an atheist, so by this standard no account of personal revelation would be valid no matter how trustworthy or reliable. It's like a flat-earther denying all orbital photographs of the Earth's curve that weren't taken by a fellow flat-earther.",1425,5,1
1427,"Some converts to Christianity attribute their conversion to an experience of God that they had (while still a non-believer).",1425,5,1
1428,"The above claim is predicated on a bias world view (materialism) which filters evidence (anything indicating a metaphysical reality) according to its bias and then claims there is no evidence to contradict the bias. It's therefore guilty of begging the question.",1424,5,-1
1429,"If we apply the same principle (personal experience is not evidence) to materialism we run into the same problem as when applied to theism. If personal experience is not evidence then there is no way to prove that the material world exists. Extreme skeptism about human experience has unintended consequences as it devastates any conceivable epistemological foundation.",1424,5,-1
1430,"Anecdotal accounts of religious experiences cannot be regarded as credible evidence for the existence of God.",1423,5,-1
1431,"-> See 1.2.5.1.",1430,5,1
1432,"Religious people may deliberately lie or be unintentionally mistaken.",1430,5,1
1433,"-> See 1.2.5.2.",1430,5,1
1434,"-> See 1.2.5.3.",1430,5,1
1435,"A testimony is not worth much without supporting tangible or testable evidence.",1430,5,1
1436,"Even if the revelation is truly from God and is properly interpreted by the one receiving revelation, such an experience is personal and only justifies belief for that individual. However, it cannot be used as part of an argument to persuade others who have not had that experience.",1430,5,1
1437,"If religious experience is the primary mode of an individual's epistemic contact with the divine, then it should be regarded as important subjective evidence in an individual's consideration of God's existence, even if it is not convincing as objective evidence in a debate.",1436,5,-1
1438,"While it's true that the proof is only evident to those who have the eyes to see it or who have had such experiences, what makes it scientific is that anyone can develop their consciousness to be able to see the proof also. Religions offer a process for pleasing God to the point where God reciprocates with the subject and and his existence becomes evident. The same process also elevates the subjects consciousness to be able to recognize such self-evident truths.",1436,5,-1
1439,"This is Pascal's wager. People also leave religion for atheism, cults or in many cases, to ensure they do not miss the Superbowl. This suffers from the replication and reproducibility problems as the effects do not hold for all who take Pascal's wager.",1438,5,-1
1440,"Anecdotal evidence is the least reliable kind of evidence. This means experiences (in this context with god) have little to no value when it comes to proving whether a proposition (the existance of god) is true or false.",1430,5,1
1441,"The fact that memories are faulty [484] means that recollection of experiences can not be trusted at face value, hence the unreliability of anecdotal evidence.",1440,5,1
1442,"Humans report religious experiences and develop religious narratives, including the existence of God, as a result of their painful experiences and hardships. If you alleviate the hardships, there would be no need to attribute success to God.",1430,5,1
1443,"It seems God is held responsible for both good & bad tidings when He may not even exist. E.g., a regular church-going friend lost his spouse to death & stopped attending church, blaming God for her death.",1442,5,1
1444,"Some have reported about God without (or at least before) having any major hardship. King Solomon is one example.",1442,5,-1
1445,"Losing young children may be the hardest thing to cope with. It is often rationalized by the idea that ""God needed another angel"" It doesn't make any sense, but the belief could help someone cope with a terrible loss.",1442,5,1
1446,"Hardships may account for some persons generating belief in God. However, it is improbable that this is the only reason.",1442,5,-1
1447,"Anecdotal evidence doesn't provide a quantifiable amount of verifiable information to use as a determination for whether a given claim is true or not true.",1430,5,1
1448,"Religious experience as such needs an explanation, even if anecdotal. Inference to the best explanation shows that the Christian worldview outstrips any other explanations for all instances of religious belief and unbelief.",1447,5,-1
1449,"The Christian doctrine of the Holy Spirit gives a plausible explanation for the perseverance of Christian belief, even in times of persecution.",1448,5,1
1450,"The Christian teachings about freedom of the will and divine election give a plausible explanation of Christian belief and unbelievers / heresies.",1448,5,1
1451,"The Christian doctrines on the existence of a deceiver (Satan) add credibility to explanations on religious diversity, unbelief and heresies.",1448,5,1
1452,"Christian worldview doctrines are internally logically consistent.",1448,5,1
1453,"Naturalism, Darwinism and materialism fail to plausibly explain the perseverance of belief in times of persecution.",1448,5,1
1454,"The number of people who die before reproducing due to being overly committed to a particular belief is not high enough that evolution should have eliminated any propensity to adopt such beliefs to the point of dying for them, so the persistence of belief in times of persecution is perfectly consistent with evolution.",1453,5,-1
1455,"That a single specific belief system is actually true fails to explain how those of other belief systems, whether religions or political ideologies, have persisted with such belief in times of persecution.",1453,5,-1
1456,"If anecdotal evidence were legally enough evidence to convict a person of a crime then it would only take a small group of people making a claim that a crime took place to convict the accused, which would make it easy to unjustly convict people. Thus, anecdotal evidence in favor of the existence of God should be ignored.",1447,5,1
1457,"Saying that the anecdotal evidence for Jesus could not convince in a court of law is simply false since many great legal minds, including Simon Greenleaf [485], suggest otherwise.",1456,5,-1
1458,"There's no evidence to show that divine experiences are anything other than wishful-thinking, fallacious reasoning, or fraudulent reporting.",1447,5,1
1459,"",1458,5,-1
1460,"The view that the 5 senses are the only ways people can perceive evidence is unnecessarily limited.",1458,5,1
1461,"Well over half of all people in the world believe in God, many of whom claim that they can perceive God in a way that they don't trace to the 5 senses.",1458,5,1
1462,"Therefore, it is not irrational to consider the possibility of God's existence and that people may be perceiving God in a way other than through the 5 senses.",1458,5,1
1463,"There are more then 5 senses, but there is no reason to believe any of them can sense something divine. The ""divine sense"" just moves the problem of not having a reason to believe in God to one of not having a reason to believe in the sense of God.",1462,5,-1
1464,"The currently accepted standards for science and epistemology may not be adequate to account for true religious experience, even if it were assumed there was such a thing.",1458,5,-1
1465,"Arguments from personal experience are highly subjective and not verifiable or observable.",1447,5,1
1466,"Personal experience is often held in high regard.",1465,5,-1
1467,"To say all personal experience cannot be trusted because of its private nature is a sweeping generalization. Individual reports must be taken into account on a case by case basis.",1465,5,-1
1468,"The possibility of revelation and direct experience gives reason to give some credence to claims, and while not being enough for an external determination is very compelling to the one who experienced it first hand.",1447,5,-1
1469,"Even if the only way for a hypothetical external observer to test this is to cease being an external observer, this is a relevant point to the enquiry (as none of us are truly external).",1468,5,1
1470,"Since we want to know whether God exists in our shared world (reality), rather than in some person's halucinations and mistakes, personal experience is unfit and unreliable for a task that is a prori implausible.",1468,5,-1
1471,"Because Merriam-Webster includes a definition of ""a priori"" as ""presupposed by experience [486]"", it seems that personal experience is precisely the tool required to evaluate a priori assumptions.",1470,5,-1
1472,"Once you analyse all the known points of view of a certain Historical Data from all the dimensions you may now interpret that historical data(i.e.cultural context of the time,human habits of that period, the roots and all known coincidences (i.e. The existence of dinosaurs discovered through bones in different parts of the world) one develops distinct capacities in relation to that certain data. This simply means:You become a master of it and your logic may filter the bias. You become a scholar.",1447,5,-1
1473,"Anecdotal evidence is often used in courts of law, often as a cumulative case, to determine guilt. The case for God has many many numerous anecdotes that can culminate with philosophical thought (which is often also based on physical reality and/or intuitive reasoning about the human experience) and even some scientific findings/proposals (on prayer, the soul).",1447,5,-1
1474,"The object of one's faith and the subsequent practices, as well as the context of ones experiences can all be based on provable falsities. Importantly, revelation is necessarily a first person experience and merely hearsay to everyone else.",1430,5,1
1475,"God is a necessary condition for divine revelation to occur. The statement here seems analogous to saying that reading the newspaper is only proof of the existence of newspapers, and not of the existence of journalists. That would be absurd.",1474,5,-1
1476,"Rejecting this would be like assuming a missing soldier is dead, while ignoring individual reports that he is alive.",1423,5,1
1477,"One must have good evidence said soldier existed in the first place, in addition to a lack of evidence for his supposed death and good reason to believe said reports are credible. None of which are present nor sufficient in a testimonial claim of the existence of an all-powerful supernatural being.",1476,5,-1
1478,"Individual reports that a dead person is alive do occur in the case of famous people like Elvis Presley [487]; seeing as the Christian God is almost as popular as the Beatles [488], one may surmise the same would apply to Him.",1476,5,-1
1479,"Rejecting this would be like accepting you don't know whether or not a missing soldier is dead, regardless of reports he is alive, because he has not yet been found in either state.",1476,5,-1
1480,"Believing a missing soldier is dead means giving up hope. Similarly, discarding hope in the presence of uncertainty is unhelpful, so it is important for people to practice faith and hope in the existence of God.",1476,5,1
1481,"Giving up hope allows to abandon a false belief and replace it with a true one, which can better allow to improve the world.",1480,5,-1
1482,"This does not substantiate why it would be important for people to practice faith and hope in the existence of God. A globally large population of irreligious people [489] and various [490] surveys and studies [491] show [492] that religion is not necessary and that one can be hopeful, successful and happy without such beliefs. People can also substitute religious doctrine with beliefs that are less false or have much higher likelihoods, while for many doing so is not needed either.",1480,5,-1
1483,"Testimonial evidence is used in courts of law to establish facts beyond reasonable doubt.",1423,5,1
1484,"A supernatural claim will not be accepted in court.",1483,5,-1
1485,"Tangible evidence, or a lack of expected tangible evidence, tends to override testimonial evidence and lends far more to reasonable doubt or a conviction.",1483,5,-1
1486,"In a court of law testimonial evidence is rarely accepted by itself.",1483,5,-1
1487,"Testimonial evidence will be rejected when the claim is extraordinary or outside of our normal understanding of physics.",1486,5,1
1488,"No eyewitness is going to be accepted in a court of law for something like resurrection that would require something like specialist medical expertise.",1487,5,1
1489,"Specialists medical experts are not needed to know that crucified men don't come alive.",1488,5,-1
1490,"They might be needed to ascertain whether or not a person was actually dead.",1489,5,-1
1491,"Testimonial evidence is acceptable on its own if there are many independent reliable witnesses, and if the testimony includes facts that can be established objectively.",1486,5,-1
1492,"If it is accepted with many other statements, then it isn't on its own.",1491,5,-1
1493,"This claim is highly country dependent, some court of law will give more value to witness testimony than the other.",1483,5,-1
1494,"Testimonial evidence has been already proved to be unreliable. Not only people can lie but also hallucinate, have memory distortion etc. Testimonials are far from being scientific evidence.",1423,5,-1
1495,"Moses is said to have spoken to God through a burning bush, yet there are many plants that have hallucinogenic [493] effects when burned.",1494,5,1
1496,"Eyewitness accounts are incredibly unreliable. 1 [494] 2 [495] 3 [496]",1494,5,1
1497,"Using written stories that were originally oral tradition [497] as evidence is the equivalent of 'hearsay' in a court setting.",1494,5,1
1498,"The Old Testament was written around 1000 -- 750 BC, and theologians have determined Genesis to be around 10,000 years ago for the time to work. That means 7,000 years of oral tradition.",1497,5,1
1499,"There were flood stories predating the writing of Noah that had a number of similarities. Noah was likely borrowed and re-adapted.",1497,5,1
1500,"The authors of the Bible collected oral tales and pieced them together. Thus, it is essentially a second-hand account, which is not admissible as evidence [498].",1497,5,1
1501,"Historical evidence is not held to the same standard as legal evidence.",1497,5,-1
1502,"Either way, hundreds and hundreds of generations passing a story forward diminishes its accuracy.",1501,5,-1
1503,"The game / experiment Chinese Whispers [499] easily show how unreliable a testimony can be.",1494,5,1
1504,"A 1999 U.S. Department of Justice [500] panel claimed that, ""Like trace evidence, eyewitness evidence can be contaminated, lost, destroyed or otherwise made to produce results that can lead to an incorrect reconstruction [of events].""",1494,5,1
1505,"In this specific case, which I assume is testimonies about the life of Jesus, hundreds of people supposedly saw him. Therefore there should be hundreds of contradictory testimonies, which is not the case.",1494,5,-1
1506,"They could have gotten their information at the same source.",1505,5,-1
1507,"Testimonials of various miracles performed by Jesus would certainly generate contemporary accounts which simply do not exist.",1505,5,-1
1508,"Matthew 27:50 [501] details that upon the death of Jesus the earth shaking, tombing breaking open and the bodies of holy people returned to life. That this extraordinary series of events does not appear to have been recorded by any contemporary record, or even the other gospels defies credulity.",1507,5,1
1509,"Testimonial evidence supports the existence of mythical creatures such as Santa Claus and Big Foot.",1423,5,-1
1510,"Accepting this would be like assuming fairies exist because people claim they've had a lost tooth replaced with money by the tooth fairy at night.",1509,5,1
1511,"Testimonies about Jesus talk about him living a very public life and interacting with many thousands of people, so it would have been easy for people to disregard the testimonies at the time because they would have obviously been false.",1509,5,-1
1512,"To call any testimonial evidence ""divine revelations"" assumes the existence of a divine agent, which begs the question.",1021,5,-1
1513,"Just as with the use of assumptions in logic, the existence of the divine can be assumed in order to build on the argument with additional evidence and reasoning.",1512,5,-1
1514,"A logical assumption is used to explore ideas, not to prove them. In any kind of reasoning, assuming something to be true in order to prove itself lacks validity and persuasiveness.",1513,5,-1
1515,"Contradictory experiences are commonly reported by adherents of different belief systems.",1021,5,-1
1516,"People have had similar experiences regarding e.g. pagan gods and nature spirits, so unless we accept that all of these exist we cannot use this as proof of God's existence.",1515,5,1
1517,"-> See 1.2.1.10.6.1.3.",1516,5,-1
1518,"Such experiences do not necessarily validate God specifically. They could validate any of numerous other things. The individual might only interpret the experience as religious as a result of confirmation bias.",1516,5,1
1519,"Lack of validation is no indication of the opposite. Even the scientific method is not interested in validation, only falsification and partial support, which is offered by personal religious experiences.",1518,5,-1
1520,"The scientific method definitely cares about validation precisely because so many scientific observations are of effects with only statistical results.   The more independent trials validating the result the more unlikely the negative is. What you are observing is a publication bias caused by journals so aren't interested in publishing results like ""Yes, relativistic effects have been demonstrated yet again"", etc.",1519,5,-1
1521,"Some people have religious experiences of the absence of God. If the same standard applies in these cases, these would serve as evidence for atheism.",1515,5,1
1522,"It is likely that these people's preconceived biases and lack of faith inform their experiences of the absence of God.",1521,5,-1
1523,"There are experiential arguments for the existence of God as a universal power. Those reports come from some practitioners of Yoga, Meditation, and other spiritual practices. Even though these reports are not yet scientifically verified, the accounts are nearly identical.",1515,5,-1
1524,"The account of a report that is not scientifically verified cannot afford a scientific impact.",1523,5,-1
1525,"The basis of empirical science rests on the assumption that only things which can be empirically verified can be taken with any certainty to be true. This assumption is circular in nature because there is no empirical way to back up this assumption.",1524,5,-1
1526,"The practices of yoga and meditation do not require a belief in a god to be effective. Since a god is not common in all of these practices, it is not required to get the effects.",1523,5,-1
1527,"The claim is that many people all over the world have an experience of God. If some practice yoga and are atheists this is not relevant. Someone could use a microwave and not believe in radiation. Their food will still cook.",1526,5,-1
1528,"The practice of yoga was originally for the purpose of developing the ability to sit for long periods to meditate on God. The practices have many benefits for the body and mind which are useful for things other than meditating.",1526,5,-1
1529,"Atheistic practitioners of Yoga are only getting a shadow of the benefits to be had from Yoga. There are higher benefits to be had, namely developing Love for God, directly perceiving God, and loosing attraction for the dualistic pleasures of this world.",1526,5,-1
1530,"Bhakti Yoga provides a method to developing love of God with a process to do so and results that can be measured.",1526,5,-1
1531,"By chanting Hare Krishna maha mantra repeatedly while avoiding sinful activity ones heart becomes pure and one gradually realizes pure love for God.",1530,5,1
1532,"The advanced and mature practitioners of religious/spiritual faiths from all over the world while disagreeing on details all see the same principles.",1523,5,1
1533,"The experience is reproducible. The source of the experience is pure speculation. While the subjective experience is commonly felt across the world, the speculation of what causes it varies widely and tends to match preconceived notions taught by local tradition. Those interpretations contradict each other to such a great degree that one can conclude that there must not be universal source for the experience. If it was divine, then all experiencers would have the same explanation.",1532,5,-1
1534,"The experience of Yoga, Meditation, etc can be easily explained by modern neurology [502] as not being from God. The experiencer must interpret the subjective experience. Some interpret it as being from God, but that does not make it so. A person's interpretation will depend on their beliefs. So the argument is circular: a person who believes that Yoga experiences come from God, will interpret it as being from God. But it is not evidence of anything.",1523,5,-1
1535,"People of all religions claim to have had religious experiences that pertain to their belief systems. This suggests that religious experiences are psychological or social phenomena, rather than genuine experiences of a particular god.",1515,5,1
1536,"Evangelical Christians claim to have experienced the presence of Jesus. Catholics claim to have have experienced the Virgin Mary or a saint. Muslims claim to have had a religious experience with Allah. Buddhists with Buddha and Hindus with Krishna or another deity and so on and so on.",1535,5,1
1537,"People have also reported [503] having religious experiences associated with other belief systems that are not their own, and later converted to the religion in question.",1535,5,-1
1538,"Psychological and sociological explanations question the authenticity of religious beliefs and experiences reported by followers.",1021,5,-1
1539,"The psychology of a subject or their social surroundings do not affect the ontology of God.",1538,5,-1
1540,"Certain human behaviors and experiences can be explained only by the existence of God.",1538,5,-1
1541,"Believers automatically attribute things to God because they experience their life through that perspective. Subjective experience isn't reliable, trustworthy evidence.",1540,5,-1
1542,"Believers in Naturalism also filter their experiences through their world view. They automatically attribute experiences to matter. The accusation of bias can just as readily be leveled at skeptics rendering it a meaningless claim.",1541,5,-1
1543,"All experiences are an aggregate composed of subjective experiences. If subjective experiences have no epistemological value then a collection of subjective experiences which we call objective experiences also has no value.",1541,5,-1
1544,"Christian martyrs wouldn't have gone as far as sacrificing their lives if they didn't genuinely believe in the existence of God. Thus, Christian martyrdom [504] is proof that God exists.",1540,5,1
1545,"Many of the supposed eyewitnesses to the resurrected body went on to be martyred for their faith.",1544,5,1
1546,"If the witnesses were lying or doubtful about the resurrection, they could have saved their lives by simply denying it happened, yet multiple people were willing to die for their beliefs.",1545,5,1
1547,"There are no confirmed [505] ""eye-witnesses"" to the resurrection of Jesus.",1545,5,-1
1548,"There are in fact confirmed [506] witnesses [507] of the resurrection [508] of Jesus [509] in modern [510] day times and who died [511] with that testimony.",1545,5,1
1549,"The death [512] for a testimony indicates that one is willing [513] to give their life for what they learned [514] which shows the importance [515] of the knowledge [516] even over their own lives and their eternal [517] perspective [518] than deny what they know. [519]",1548,5,1
1550,"Joseph Smith and Oliver Cowdery recorded seeing the resurrected Jesus Christ [520] .",1548,5,1
1551,"Joseph Smith was martyred [521] for the restorative work Christ asked him to complete, thus sealing his testimony of the resurrected Christ like those in ancient times.",1550,5,1
1552,"Some of the scrolls preserve letters of Peter, who claimed to be an eyewhitness of the resurrection and died for his faith.",1545,5,1
1553,"People often present themselves as witnesses to convince people. It is a form of rhetoric that is viewable throughout. Some even believe Socrates was a shared character to give value to morals and ideas of a group. We have many of these today, and no shortage of new ones appearing.",1552,5,-1
1554,"If martyrdom is to be considered evidence of truth, then all faiths (monotheistic, polytheistic or cult based) who have martyrs would be on equal footing.",1544,5,-1
1555,"Buddhist monks lit themselves on fire, while Ättestupa took place by Vikings to avoid death by old age. Very contradictory versions of gods have people sacrificing themselves for their beliefs.",1554,5,1
1556,"Many Jews have gone through martyrdom as a form of kiddush hashem [522], sometimes to avoid conversion to Christianity.",1554,5,1
1557,"There are several competing explanations for religious martyrdom.",1544,5,-1
1558,"Those who believe in God don't realize that their love for god blinds them, preventing them from logically assessing the decision to be a martyr.",1557,5,1
1559,"People sometimes voluntarily make sacrifices in the name of strongly held community beliefs. This is why young men go to war, government officials stuck to their posts during a Japanese Tsunami [523], and parents insist on female circumcision for their daughters.",1557,5,1
1560,"In the case of the 11 faithful apostles, this is obviously not what happened. In their case, they were in a place to know what happened. They were eyewitnesses. Yet to a man, they never recanted their story, even in the faith of persecution and death. To believe 11 men maintained a lie for decades, even to their own disadvantage, is illogical and unreasonable.",1559,5,-1
1561,"How unlikely it is that someone would be willing to be killed for a false belief depends on the perceived risk of being killed, the possible rewards and the tolerance of the individual to risk.",1557,5,1
1562,"Martyrdom can be achieved through steady desensitisation and role modelling by authority figures.",1557,5,1
1563,"A far simpler explanation for martyrdom would be that it was a culmination of self-sacrificial behavour (e.g. chastity, submission during marriage etc.) stemming from indoctrination beginning from birth and reinforced by all authority figures and peers.",1562,5,1
1564,"Millions of Christians [524] have been martyred over the centuries for their religious beliefs, indicating a genuine belief in the existence of God.",1544,5,1
1565,"New Testament scholar Candida Moss argues that ""Christians were never the victims of sustained, targeted persecution."" [525]",1564,5,-1
1566,"During the 1500's Christians were systemically targeted, persecuted and murdered by majority religion powers. One of the most horrific periods was in 1572 [526].",1565,5,-1
1567,"Violence and persecution among different denominations of Christians, such as Catholics and Protestants, is not an example of persecution of Christians as such.",1566,5,-1
1568,"Moss claims that Christians weren't persecuted for their beliefs, but does state that they were executed for ""publicly denying the divine status of the emperor"" - which is a fundamental part of Christian belief (that there is only one God).",1565,5,-1
1569,"In the Annals 15.44, written by Roman historian Tacitus, Jesus and the Christians are mentioned. It recounts [527] how Emperor Nero went after Christians in order to draw attention away from himself after Rome's fire of 64 AD.",1565,5,-1
1570,"According to Harari [528], the Roman persecutions of Christians over five centuries amounted to the deaths of no more than a few thousand people.",1565,5,1
1571,"Oscar Wilde [529] famously quipped, ""A thing is not necessarily true because someone dies for it."" Accordingly, throughout history, many have chosen to die for causes that have proven to be unworthy [530].",1544,5,-1
1572,"A majority of martyrs did not have first-hand proof that their religion was true or if their cause was worthy. In contrast, the Christian apostles who were martyred knew through first-hand experience [531] that what they believed was true.",1571,5,-1
1573,"If Jesus were resurrected, it may be true that the apostles were in a position to know firsthand about it. But if Jesus wasn't actually resurrected, the apostles being in the same position wouldn't matter.",1572,5,-1
1574,"Many people have died and continue to die on both sides of religious wars and for religious causes. They cannot all be right, so dying for a cause is not proof that one is right.",1571,5,1
1575,"Breatharians [532], like Jasmuheen [533], put their life in jeopardy for their indisputably false beliefs, namely, that human beings can live solely on air.",1571,5,1
1576,"The Aztecs used human sacrifices to keep the sun aloft.",1571,5,1
1577,"Those sacrificed by the Aztecs were often captives taken in battle [534] and sacrificed against their will; these are not examples of martyrs.",1576,5,-1
1578,"Aztec human sacrifices are comparable to martyrdom [535] in other major religions like Islam, as the afterlife is portrayed as a paradise that one can attain by, among other things, laying down one's life.",1576,5,1
1579,"History is written by the victors. The stories of early martyrs might have been ""improved"" in order to paint the whole religion in a better light.",1544,5,-1
1580,"Stories often embellish the truth and exaggerate, mainly if their main purpose is to spread a message or persuade someone.",1579,5,1
1581,"Luke 1 [536] does not claim to be an accurate account but one designed to persuade.",1580,5,1
1582,"People have a psychological inclination to root for the underdogs [537]. Stories of extreme martyrdom and great deeds inspire devotion and sympathy.",1579,5,1
1583,"Christianity has plenty of examples of early Christian cowards (Peter), people slow to understand (the disciples) and other embarrassing testimony. It is not a movement that seems to recast it's characters as heroes.",1579,5,-1
1584,"Peter was called ""Satan"" by Jesus. The disciples fled in terror while the women were found at the cross and were the first to the tomb in a society that did not value women or their testimony! The only ""hero"" in the story is Jesus himself.",1583,5,1
1585,"The narrative of ""bad"" turning into ""good"" with Christianity as a catalyst of that change is one of the central parts of Christian lore and teaching. The existence of said examples does not contest the possibility of existence of embellished martyrdom stories.",1583,5,-1
1586,"The shared understanding of God is disassociated from the record of how religious leaders act in accordance to their shared core beliefs, on such a large scale that would suggest there was no God at all.",1540,5,-1
1587,"The name of ""God"" has been used for malicious things such as a point of bigotry, racism, fascism, and a lot more.",1586,5,1
1588,"God, as the Abrahamic religions [538] understand him, formed a covenant with Abraham. This suggests they share the same God, yet these religions' historical relationships and questionable leadership tactics are proof enough that God does not exist.",1586,5,1
